lsoa code (2011),lsoa code (2021),rural urban
E01018910,E01018910,Urban city and town
E01018911,E01018911,Urban city and town
E01018912,E01018912,Urban city and town
E01018913,E01018913,Urban city and town
E01018914,E01018914,Urban city and town
E01018915,E01018915,Urban city and town
E01018916,E01018916,Urban city and town
E01018917,E01018917,Urban city and town
E01018918,E01018918,Rural town and fringe
E01018919,E01018919,Rural town and fringe
E01018920,E01018920,Rural village and dispersed
E01018921,E01018921,Rural town and fringe
E01018922,E01018922,Rural village and dispersed
E01018923,E01018923,Rural village and dispersed
E01018924,E01018924,Rural village and dispersed
E01018925,E01018925,Rural village and dispersed in a sparse setting
E01018926,E01018926,Rural village and dispersed in a sparse setting
E01018927,E01018927,Urban city and town
E01018928,E01018928,Urban city and town
E01018929,E01018929,Urban city and town
E01018930,E01018930,Urban city and town
E01018931,E01018931,Urban city and town
E01018932,E01018932,Urban city and town
E01018933,E01018933,Urban city and town
E01018934,E01018934,Urban city and town
E01018935,E01018935,Urban city and town
E01018936,E01018936,Rural town and fringe in a sparse setting
E01018937,E01018937,Rural town and fringe in a sparse setting
E01018938,E01018938,Rural town and fringe in a sparse setting
E01018940,E01018940,Rural village and dispersed in a sparse setting
E01018941,E01018941,Rural town and fringe in a sparse setting
E01018942,E01018942,Rural village and dispersed in a sparse setting
E01018943,E01018943,Rural village and dispersed in a sparse setting
E01018944,E01018944,Rural village and dispersed
E01018945,E01018945,Rural village and dispersed
E01018946,E01018946,Rural town and fringe in a sparse setting
E01018947,E01034847,Rural town and fringe in a sparse setting
E01018948,E01018948,Rural town and fringe in a sparse setting
E01018949,E01018949,Rural town and fringe in a sparse setting
E01018950,E01018950,Rural town and fringe in a sparse setting
E01018951,E01018951,Rural village and dispersed in a sparse setting
E01018952,E01018952,Rural village and dispersed in a sparse setting
E01018953,E01018953,Rural village and dispersed in a sparse setting
E01018954,E01018954,Rural village and dispersed
E01018955,E01018955,Rural village and dispersed in a sparse setting
E01018956,E01018956,Rural village and dispersed
E01018957,E01018957,Rural village and dispersed in a sparse setting
